requirement_id,requirement_title,source_reference,source_status,business_approval_status,implementation_authorization,publication_authorization,release,component,domain_files,application_files,adapter_files,migration_files,test_files,acceptance_scenarios,runtime_status,blocking_ods,blocking_contracts,residual_ids,evidence_status,notes
FR-SS-056,"Eligibility + external ports — requirement FR-SS-056","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,"modules/JeaServices/Domain/Srv001/Contracts/OfficeEligibilityPort.php,modules/JeaServices/Domain/Srv001/Srv001EligibilityGate.php",,,,tests/Unit/Domain/Srv001/Srv001EligibilityGateTest.php,,STRUCTURALLY_MODELLED,,"Oracle,BURA,quota backing store,ceiling backing store","RES-TD05-01,RES-TD05-02",STRUCTURALLY_MODELLED,"Ports modelled + fail-closed by construction; no adapters wired"
FR-SS-057,"Eligibility + external ports — requirement FR-SS-057","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,"modules/JeaServices/Domain/Srv001/Contracts/OfficeEligibilityPort.php,modules/JeaServices/Domain/Srv001/Srv001EligibilityGate.php",,,,tests/Unit/Domain/Srv001/Srv001EligibilityGateTest.php,,STRUCTURALLY_MODELLED,,"Oracle,BURA,quota backing store,ceiling backing store","RES-TD05-01,RES-TD05-02",STRUCTURALLY_MODELLED,"FR-SS-057 explicitly named in SRS v1.2 §19; Ports modelled + fail-closed by construction; no adapters wired"
FR-SS-058,"Eligibility + external ports — requirement FR-SS-058","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,"modules/JeaServices/Domain/Srv001/Contracts/OfficeEligibilityPort.php,modules/JeaServices/Domain/Srv001/Srv001EligibilityGate.php",,,,tests/Unit/Domain/Srv001/Srv001EligibilityGateTest.php,,STRUCTURALLY_MODELLED,,"Oracle,BURA,quota backing store,ceiling backing store","RES-TD05-01,RES-TD05-02",STRUCTURALLY_MODELLED,"Ports modelled + fail-closed by construction; no adapters wired"
FR-SS-059,"Eligibility + external ports — requirement FR-SS-059","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,"modules/JeaServices/Domain/Srv001/Contracts/OfficeEligibilityPort.php,modules/JeaServices/Domain/Srv001/Srv001EligibilityGate.php",,,,tests/Unit/Domain/Srv001/Srv001EligibilityGateTest.php,,STRUCTURALLY_MODELLED,,"Oracle,BURA,quota backing store,ceiling backing store","RES-TD05-01,RES-TD05-02",STRUCTURALLY_MODELLED,"Ports modelled + fail-closed by construction; no adapters wired"
FR-SS-060,"Eligibility + external ports — requirement FR-SS-060","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,"modules/JeaServices/Domain/Srv001/Contracts/OfficeEligibilityPort.php,modules/JeaServices/Domain/Srv001/Srv001EligibilityGate.php",,,,tests/Unit/Domain/Srv001/Srv001EligibilityGateTest.php,,STRUCTURALLY_MODELLED,,"Oracle,BURA,quota backing store,ceiling backing store","RES-TD05-01,RES-TD05-02",STRUCTURALLY_MODELLED,"Ports modelled + fail-closed by construction; no adapters wired"
FR-SS-061,"Financial rules — requirement FR-SS-061","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Financial,modules/JeaServices/Domain/Financial/ValueObjects/FeeQuote.php,,,,tests/Unit/Domain/Financial/Srv001FinancialFoundationTest.php,,BLOCKED_BY_OD,"OD-01,OD-10,OD-17,OD-19,OD-35","Oracle tax collection",RES-TD08-01,BLOCKED_BY_OD,"Structural VOs delivered; no financial rule PUBLISHED — cannot bind quotes at runtime"
FR-SS-062,"Financial rules — requirement FR-SS-062","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Financial,modules/JeaServices/Domain/Financial/ValueObjects/FeeQuote.php,,,,tests/Unit/Domain/Financial/Srv001FinancialFoundationTest.php,,BLOCKED_BY_OD,"OD-01,OD-10,OD-17,OD-19,OD-35","Oracle tax collection",RES-TD08-01,BLOCKED_BY_OD,"FR-SS-062 explicitly named in SRS v1.2 §19 (R5); Structural VOs delivered; no financial rule PUBLISHED — cannot bind quotes at runtime"
FR-SS-063,"Financial rules — requirement FR-SS-063","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Financial,modules/JeaServices/Domain/Financial/ValueObjects/FeeQuote.php,,,,tests/Unit/Domain/Financial/Srv001FinancialFoundationTest.php,,BLOCKED_BY_OD,"OD-01,OD-10,OD-17,OD-19,OD-35","Oracle tax collection",RES-TD08-01,BLOCKED_BY_OD,"Structural VOs delivered; no financial rule PUBLISHED — cannot bind quotes at runtime"
FR-SS-064,"Financial rules — requirement FR-SS-064","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Financial,modules/JeaServices/Domain/Financial/ValueObjects/FeeQuote.php,,,,tests/Unit/Domain/Financial/Srv001FinancialFoundationTest.php,,BLOCKED_BY_OD,"OD-01,OD-10,OD-17,OD-19,OD-35","Oracle tax collection",RES-TD08-01,BLOCKED_BY_OD,"Structural VOs delivered; no financial rule PUBLISHED — cannot bind quotes at runtime"
FR-SS-065,"Financial rules — requirement FR-SS-065","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Financial,modules/JeaServices/Domain/Financial/ValueObjects/FeeQuote.php,,,,tests/Unit/Domain/Financial/Srv001FinancialFoundationTest.php,,BLOCKED_BY_OD,"OD-01,OD-10,OD-17,OD-19,OD-35","Oracle tax collection",RES-TD08-01,BLOCKED_BY_OD,"Structural VOs delivered; no financial rule PUBLISHED — cannot bind quotes at runtime"
FR-SS-066,"Financial rules — requirement FR-SS-066","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Financial,modules/JeaServices/Domain/Financial/ValueObjects/FeeQuote.php,,,,tests/Unit/Domain/Financial/Srv001FinancialFoundationTest.php,,BLOCKED_BY_OD,"OD-01,OD-10,OD-17,OD-19,OD-35","Oracle tax collection",RES-TD08-01,BLOCKED_BY_OD,"Structural VOs delivered; no financial rule PUBLISHED — cannot bind quotes at runtime"
FR-SS-067,"Financial rules — requirement FR-SS-067","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Financial,modules/JeaServices/Domain/Financial/ValueObjects/FeeQuote.php,,,,tests/Unit/Domain/Financial/Srv001FinancialFoundationTest.php,,BLOCKED_BY_OD,"OD-01,OD-10,OD-17,OD-19,OD-35","Oracle tax collection",RES-TD08-01,BLOCKED_BY_OD,"Structural VOs delivered; no financial rule PUBLISHED — cannot bind quotes at runtime"
FR-SS-068,"Financial rules — requirement FR-SS-068","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Financial,modules/JeaServices/Domain/Financial/ValueObjects/FeeQuote.php,,,,tests/Unit/Domain/Financial/Srv001FinancialFoundationTest.php,,BLOCKED_BY_OD,"OD-01,OD-10,OD-17,OD-19,OD-35","Oracle tax collection",RES-TD08-01,BLOCKED_BY_OD,"Structural VOs delivered; no financial rule PUBLISHED — cannot bind quotes at runtime"
FR-SS-069,"Financial rules — requirement FR-SS-069","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Financial,modules/JeaServices/Domain/Financial/ValueObjects/FeeQuote.php,,,,tests/Unit/Domain/Financial/Srv001FinancialFoundationTest.php,,BLOCKED_BY_OD,"OD-01,OD-10,OD-17,OD-19,OD-35","Oracle tax collection",RES-TD08-01,BLOCKED_BY_OD,"Structural VOs delivered; no financial rule PUBLISHED — cannot bind quotes at runtime"
FR-SS-070,"Financial rules — requirement FR-SS-070","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Financial,modules/JeaServices/Domain/Financial/ValueObjects/FeeQuote.php,,,,tests/Unit/Domain/Financial/Srv001FinancialFoundationTest.php,,BLOCKED_BY_OD,"OD-01,OD-10,OD-17,OD-19,OD-35","Oracle tax collection",RES-TD08-01,BLOCKED_BY_OD,"Structural VOs delivered; no financial rule PUBLISHED — cannot bind quotes at runtime"
FR-SS-071,"Payment, receipt, certificate — requirement FR-SS-071","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,"JeaServices/Domain/Payment,Domain/Certificates","modules/JeaServices/Domain/Payment/ValueObjects/PaymentInitiationRequest.php,modules/JeaServices/Domain/Certificates/ValueObjects/CertificateIssuanceRequest.php",,,,,,BLOCKED_BY_EXTERNAL_CONTRACT,OD-30,"payment gateway,certificate signing authority","RES-TD07-04,RES-TD08-02,RES-TD08-03",BLOCKED_BY_EXTERNAL_CONTRACT,"PaymentInitiationRequest refuses non-binding quotes at construction; no gateway adapter; certificate issuance DRAFT-only"
FR-SS-072,"Payment, receipt, certificate — requirement FR-SS-072","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,"JeaServices/Domain/Payment,Domain/Certificates","modules/JeaServices/Domain/Payment/ValueObjects/PaymentInitiationRequest.php,modules/JeaServices/Domain/Certificates/ValueObjects/CertificateIssuanceRequest.php",,,,,,BLOCKED_BY_EXTERNAL_CONTRACT,OD-30,"payment gateway,certificate signing authority","RES-TD07-04,RES-TD08-02,RES-TD08-03",BLOCKED_BY_EXTERNAL_CONTRACT,"PaymentInitiationRequest refuses non-binding quotes at construction; no gateway adapter; certificate issuance DRAFT-only"
FR-SS-073,"Payment, receipt, certificate — requirement FR-SS-073","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,"JeaServices/Domain/Payment,Domain/Certificates","modules/JeaServices/Domain/Payment/ValueObjects/PaymentInitiationRequest.php,modules/JeaServices/Domain/Certificates/ValueObjects/CertificateIssuanceRequest.php",,,,,,BLOCKED_BY_EXTERNAL_CONTRACT,OD-30,"payment gateway,certificate signing authority","RES-TD07-04,RES-TD08-02,RES-TD08-03",BLOCKED_BY_EXTERNAL_CONTRACT,"PaymentInitiationRequest refuses non-binding quotes at construction; no gateway adapter; certificate issuance DRAFT-only"
FR-SS-074,"Payment, receipt, certificate — requirement FR-SS-074","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,"JeaServices/Domain/Payment,Domain/Certificates","modules/JeaServices/Domain/Payment/ValueObjects/PaymentInitiationRequest.php,modules/JeaServices/Domain/Certificates/ValueObjects/CertificateIssuanceRequest.php",,,,,,BLOCKED_BY_EXTERNAL_CONTRACT,OD-30,"payment gateway,certificate signing authority","RES-TD07-04,RES-TD08-02,RES-TD08-03",BLOCKED_BY_EXTERNAL_CONTRACT,"PaymentInitiationRequest refuses non-binding quotes at construction; no gateway adapter; certificate issuance DRAFT-only"
FR-SS-075,"Payment, receipt, certificate — requirement FR-SS-075","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,"JeaServices/Domain/Payment,Domain/Certificates","modules/JeaServices/Domain/Payment/ValueObjects/PaymentInitiationRequest.php,modules/JeaServices/Domain/Certificates/ValueObjects/CertificateIssuanceRequest.php",,,,,,BLOCKED_BY_EXTERNAL_CONTRACT,OD-30,"payment gateway,certificate signing authority","RES-TD07-04,RES-TD08-02,RES-TD08-03",BLOCKED_BY_EXTERNAL_CONTRACT,"PaymentInitiationRequest refuses non-binding quotes at construction; no gateway adapter; certificate issuance DRAFT-only"
FR-SS-076,"Payment, receipt, certificate — requirement FR-SS-076","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,"JeaServices/Domain/Payment,Domain/Certificates","modules/JeaServices/Domain/Payment/ValueObjects/PaymentInitiationRequest.php,modules/JeaServices/Domain/Certificates/ValueObjects/CertificateIssuanceRequest.php",,,,,,BLOCKED_BY_EXTERNAL_CONTRACT,OD-30,"payment gateway,certificate signing authority","RES-TD07-04,RES-TD08-02,RES-TD08-03",BLOCKED_BY_EXTERNAL_CONTRACT,"PaymentInitiationRequest refuses non-binding quotes at construction; no gateway adapter; certificate issuance DRAFT-only"
FR-SS-077,"Payment, receipt, certificate — requirement FR-SS-077","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,"JeaServices/Domain/Payment,Domain/Certificates","modules/JeaServices/Domain/Payment/ValueObjects/PaymentInitiationRequest.php,modules/JeaServices/Domain/Certificates/ValueObjects/CertificateIssuanceRequest.php",,,,,,BLOCKED_BY_EXTERNAL_CONTRACT,OD-30,"payment gateway,certificate signing authority","RES-TD07-04,RES-TD08-02,RES-TD08-03",BLOCKED_BY_EXTERNAL_CONTRACT,"PaymentInitiationRequest refuses non-binding quotes at construction; no gateway adapter; certificate issuance DRAFT-only"
FR-SS-078,"Payment, receipt, certificate — requirement FR-SS-078","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,"JeaServices/Domain/Payment,Domain/Certificates","modules/JeaServices/Domain/Payment/ValueObjects/PaymentInitiationRequest.php,modules/JeaServices/Domain/Certificates/ValueObjects/CertificateIssuanceRequest.php",,,,,,BLOCKED_BY_EXTERNAL_CONTRACT,OD-30,"payment gateway,certificate signing authority","RES-TD07-04,RES-TD08-02,RES-TD08-03",BLOCKED_BY_EXTERNAL_CONTRACT,"PaymentInitiationRequest refuses non-binding quotes at construction; no gateway adapter; certificate issuance DRAFT-only"
FR-SS-079,"Payment, receipt, certificate — requirement FR-SS-079","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,"JeaServices/Domain/Payment,Domain/Certificates","modules/JeaServices/Domain/Payment/ValueObjects/PaymentInitiationRequest.php,modules/JeaServices/Domain/Certificates/ValueObjects/CertificateIssuanceRequest.php",,,,,,BLOCKED_BY_EXTERNAL_CONTRACT,OD-30,"payment gateway,certificate signing authority","RES-TD07-04,RES-TD08-02,RES-TD08-03",BLOCKED_BY_EXTERNAL_CONTRACT,"PaymentInitiationRequest refuses non-binding quotes at construction; no gateway adapter; certificate issuance DRAFT-only"
FR-SS-080,"Payment, receipt, certificate — requirement FR-SS-080","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,"JeaServices/Domain/Payment,Domain/Certificates","modules/JeaServices/Domain/Payment/ValueObjects/PaymentInitiationRequest.php,modules/JeaServices/Domain/Certificates/ValueObjects/CertificateIssuanceRequest.php",,,,,,BLOCKED_BY_EXTERNAL_CONTRACT,OD-30,"payment gateway,certificate signing authority","RES-TD07-04,RES-TD08-02,RES-TD08-03",BLOCKED_BY_EXTERNAL_CONTRACT,"PaymentInitiationRequest refuses non-binding quotes at construction; no gateway adapter; certificate issuance DRAFT-only"
FR-SS-081,"FR-SS-081 quota-increase referral","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,"modules/JeaServices/Domain/Srv001/ValueObjects/QuotaIncreaseReferral.php,modules/JeaServices/Domain/Srv001/Contracts/QuotaIncreaseReferralPort.php",,,,,,STRUCTURALLY_MODELLED,OD-17,,"RES-TD05-01,RES-TD05-03",STRUCTURALLY_MODELLED,
FR-SS-082,"FR-SS-082 specialization suspension","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,modules/JeaServices/Domain/Srv001/Contracts/SpecializationEligibilityPort.php,,,,,,STRUCTURALLY_MODELLED,,,RES-TD05-01,STRUCTURALLY_MODELLED,
FR-SS-083,"FR-SS-083 final approval routing","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,,,,,,,BLOCKED_BY_OD,OD-34,,RES-TD07-05,BLOCKED_BY_OD,"FR-SS-083 explicit — OD-34 blocks canonical selection"
FR-SS-084,"FR-SS-084 workflow state extension","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,,,,,,,STRUCTURALLY_MODELLED,OD-29,,RES-TD00-04,STRUCTURALLY_MODELLED,
FR-SS-085,"FR-SS-085 SRS v1.2 new requirement","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,,,,,,,STRUCTURALLY_MODELLED,,,,STRUCTURALLY_MODELLED,
FR-SS-086,"FR-SS-086 SRS v1.2 new requirement","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,,,,,,,STRUCTURALLY_MODELLED,,,,STRUCTURALLY_MODELLED,
FR-SS-087,"FR-SS-087 title-deed QR extraction","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,modules/JeaServices/Domain/Srv001/Contracts/TitleDeedQrPort.php,,,,,,STRUCTURALLY_MODELLED,,"QR extraction adapter",RES-TD05-01,STRUCTURALLY_MODELLED,
FR-SS-088,"FR-SS-088 internal mandatory notes","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,modules/JeaServices/Domain/Srv001/ValueObjects/InternalMandatoryNote.php,,,,,,STRUCTURALLY_MODELLED,,,"RES-TD05-01,RES-TD05-03",STRUCTURALLY_MODELLED,
FR-SS-089,"FR-SS-089 future reinforcement-note display","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,,,,,,,DEFERRED,,"Oracle reinforcement-notes",RES-TD05-01,DEFERRED,
FR-SS-090,"FR-SS-090 SRS v1.2 new requirement","SRS v1.2 DRAFT_REVIEW",DRAFT_SRS_V1_2,UNVERIFIED,PROVISIONAL,NOT_AUTHORIZED,R1,JeaServices/Domain/Srv001,,,,,,,STRUCTURALLY_MODELLED,,,,STRUCTURALLY_MODELLED,
